x,y,z,s1,s2,s3,s4
-17960,428,-5508,60,69,71,74
-17868,72,-6212,59,69,70,74
-17500,-16,-6300,58,69,70,73
-17256,-396,-6380,58,69,70,73
-17132,-480,-6288,57,69,69,73
-17132,-672,-5644,57,69,69,72
-17444,-1024,-5196,56,69,69,71
-17804,-1100,-4892,56,69,68,70
-18744,-1520,-4448,56,68,68,70
-19680,-1772,-3976,55,70,68,70
-20896,-1960,-2904,55,69,68,69
-21660,-1800,-2032,55,69,67,69
-22632,-1484,-1208,55,69,67,69
-23160,-1288,-988,54,70,67,69
-23212,-1096,-1220,54,70,67,67
-23084,-1000,-2084,54,69,67,66
-22816,-828,-2424,54,69,67,66
-23044,-600,-2748,54,69,66,66
-22548,-96,-3276,54,70,66,66
-22832,476,-3464,54,70,66,66
-22888,948,-3804,54,70,66,64
-22704,1908,-3780,54,70,66,63
-22028,3020,-4064,54,70,65,64
-22072,3992,-4204,54,70,66,63
-25476,7296,-820,53,70,65,62
-26368,9480,512,54,69,65,63
-26932,11956,1332,54,68,65,63
-27648,13724,2724,54,67,65,62
-28000,16980,4700,54,66,65,61
-27672,19476,5812,54,66,65,60
-27620,20516,6624,54,66,65,60
-27960,21568,8024,54,65,65,60
-28044,21696,9296,54,65,65,60
-28028,21524,10244,54,65,66,60
-27480,20368,10692,55,65,66,60
-26924,18420,11284,55,65,66,60
-26456,16876,11444,55,65,65,60
-26092,13800,11268,56,65,66,60
-25296,11140,10292,55,65,66,61
-24704,9384,9348,56,65,66,61
-24144,7180,8496,56,66,66,61
-23860,5144,7196,56,65,66,61
-23848,4472,6452,56,65,66,62
-23672,3592,5860,56,65,66,61
-23304,3332,5328,56,65,66,61
-23052,2256,4920,56,64,66,62
-22804,1996,5140,56,64,66,61
-22420,1540,4680,56,64,66,61
-22212,340,4700,56,64,66,60
-22288,128,3048,56,65,66,60
-22188,208,3600,56,65,66,61
-21596,-600,3572,56,64,66,61
-21368,-1400,3212,56,64,66,61
-17968,-2372,2876,56,64,67,60
-18920,-3248,1740,56,63,67,61
-21664,-1556,3932,57,63,66,61
-21432,-3124,2788,56,63,67,60
-21052,-2760,2808,57,63,67,60
-20264,-2384,2396,57,63,67,60
-19608,-1372,1936,57,63,67,60
-19368,-380,1420,57,63,67,60
-19032,508,976,57,63,66,60
-18356,1576,196,57,63,67,60
-17780,2264,-224,57,62,67,60
-17544,3648,-960,57,63,67,60
-17176,4204,-1296,57,63,67,60
-16672,5148,-1992,57,63,67,60
-16500,5564,-2228,58,63,66,60
-16596,6464,-2956,58,62,67,60
-16124,6948,-3420,57,62,66,60
-16152,7304,-3680,57,63,67,60
-15892,7512,-3768,57,63,66,60
-15960,7716,-3696,58,63,66,60
-16096,7368,-3800,57,62,66,61
-16180,6840,-3740,57,62,67,61
-16656,5824,-3312,58,62,67,60
-17124,5464,-2940,58,62,67,60
-17104,4316,-2584,58,62,66,60
-17092,3744,-2568,58,62,67,60
-16612,2388,-2648,57,62,66,60
-16636,1448,-2312,58,61,66,59
-16320,852,-2584,57,61,67,59
-16448,-200,-2408,58,61,66,59
-16432,-1324,-2196,57,61,66,59
-16276,-2220,-2084,57,61,66,59
-15620,-3004,-2028,57,60,66,59
-15396,-3548,-1872,58,60,66,59
-15080,-4416,-2156,58,60,66,58
-13668,-6220,-2356,57,60,67,57
-13472,-6288,-2520,57,59,66,57
-13056,-6688,-2776,58,59,66,57
-12720,-7132,-3116,58,59,66,57
-12868,-7372,-3268,58,59,66,57
-13396,-7320,-3072,57,60,66,57
-12912,-7504,-3416,58,59,66,57
